Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,qcut_feat_1,class
14.65,80.2,4.912,0.278,0.36,21943.14894,25206.843384444444,0
14.66,78.8,4.916,0.366,0.397,21906.38298,24816.226808715364,0
14.71,77.1,4.918,0.926,0.957,21888.0,23073.100313479623,0
14.73,76.3,4.915,1.837,1.85,22813.2766,23420.789572972975,0
14.7,75.7,4.911,3.834,3.822,23805.95745,24097.11129615385,0
14.77,73.6,4.912,6.388,6.236,24290.04255,24464.364551282873,0
14.85,71.7,4.913,10.05,9.91,25172.42553,25279.867003259333,0
14.91,70.7,4.916,18.06,17.58,25772.93617,25832.89845668942,0
14.92,71.9,4.915,24.31,23.6,26465.3617,26510.817123728815,0
14.87,71.9,4.918,33.81,33.01,27194.55319,27226.94195098152,0
14.89,71.4,4.914,49.39,48.0,27697.02128,27719.170155,0
14.88,71.3,4.916,54.24,51.7,28168.85106,28189.372220541587,0
14.93,70.4,4.914,54.75,52.38,28744.85106,28764.917344841542,0
14.92,71.4,4.915,48.55,46.8,29290.21277,29312.97533410256,0
14.91,71.1,4.916,42.38,41.02,30001.02128,30026.864795358364,0
14.9,71.0,4.91,50.39,48.8,30264.51064,30286.188918688524,0
14.92,70.7,4.915,61.39,59.82,31012.08511,31029.71874423604,0
14.87,70.4,4.914,64.11,62.25,31447.14894,31463.965775341363,0
14.89,69.86,4.909,71.6,69.97,31808.68085,31823.547441396313,0
14.89,69.82,4.917,67.64,65.36,32066.04255,32081.948605691552,0
14.93,69.19,4.917,73.3,71.2,32354.04255,32368.551071067413,0
14.86,69.36,4.912,93.6,90.9,32666.55319,32677.891909471946,0
14.93,66.99,4.913,133.7,130.2,33358.97872,33366.660445806454,0
14.99,65.39,4.917,149.1,145.4,33322.21277,33328.95414620358,0
14.98,63.98,4.916,178.5,173.8,33316.08511,33321.599611726124,0
15.07,62.82,4.917,231.1,223.3,33303.82979,33308.069366354684,0
15.14,62.88,4.914,255.1,247.2,33438.6383,33442.489445631065,0
15.13,62.38,4.913,241.1,227.7,33640.85106,33644.99602881862,0
15.06,60.98,4.915,222.0,215.1,34100.42553,34104.694980488144,0
15.16,61.52,4.916,261.9,249.9,34437.44681,34441.178875626254,0
15.12,62.28,4.915,240.5,235.2,34676.42553,34680.42924428571,0
15.16,63.18,4.917,266.7,256.7,34517.10638,34520.83761802103,0
15.24,63.25,4.919,261.7,255.7,34419.06383,34422.83359926085,0
15.28,64.22,4.915,263.6,255.4,34400.68085,34404.52298625685,0
15.07,65.15,4.913,217.0,210.3,34651.91489,34656.58350864004,0
14.91,64.42,4.921,201.2,196.8,34737.70213,34742.582730609756,0
14.8,63.79,4.913,211.1,206.2,34658.04255,34662.6210757032,0
14.91,63.02,4.919,294.3,288.8,34431.31915,34434.57271024931,0
14.98,62.68,4.919,342.8,333.7,34039.14894,34041.96268408151,1
14.99,61.85,4.921,302.4,295.5,33597.95745,33601.094950846025,1
14.94,62.58,4.919,321.4,315.6,33481.53191,33484.494347262356,1
14.95,63.15,4.918,328.3,321.9,33358.97872,33361.91159511649,0
14.99,64.02,4.921,342.6,333.5,33236.42553,33239.303070629685,0
15.08,64.09,4.921,427.1,375.7,33126.12766,33128.70013058824,0
15.33,63.55,4.921,722.0,460.2,33113.87234,33115.989292412,0
15.52,63.22,4.918,722.0,426.7,32740.08511,32742.384557855636,0
15.47,62.65,4.92,623.8,411.7,32599.14894,32601.50307043478,0
15.56,61.38,4.918,668.0,554.4,32341.78723,32343.509944285717,0
15.64,61.18,4.918,615.2,570.4,32010.89362,32012.57113612903,0
15.5,60.58,4.915,465.4,431.6,31827.06383,31829.23943240964,0
15.53,59.85,4.92,524.8,491.9,31784.17021,31786.059761738157,0
15.68,59.91,4.92,613.1,593.5,32047.65957,32049.24236494524,0
15.66,60.45,4.922,650.7,648.4,32366.29787,32367.757843781616,0
15.83,59.25,4.921,674.8,692.8,32629.78723,32631.141051449194,0
15.95,59.28,4.918,625.0,641.0,32464.34043,32465.81549396256,0
16.0,57.08,4.916,610.9,634.3,32035.40426,32036.8440834274,0
15.94,58.38,4.921,537.7,558.5,31778.04255,31779.708758057295,0
15.77,58.64,4.92,412.1,429.0,32102.80851,32104.9641109324,0
15.5,59.71,4.92,420.6,440.7,32501.10638,32503.206459419107,0
15.39,59.91,4.919,377.5,403.8,32268.25532,32270.538665468055,0
15.38,59.21,4.919,367.7,392.9,32329.53191,32331.84967482566,0
15.41,57.18,4.915,313.1,344.2,32972.93617,32975.49614617664,0
15.34,56.11,4.917,225.4,254.2,33585.70213,33589.08815439024,1
15.19,56.51,4.927,190.5,216.7,34572.25532,34576.21649628057,1
15.08,56.14,4.921,155.2,177.4,35877.44681,35882.21902645998,1
15.07,52.34,4.919,113.1,129.4,38536.85106,38542.94660714065,1
14.92,51.3,4.917,96.4,111.9,41331.06383,41337.903829999996,1
14.78,51.64,4.92,70.4,82.0,42679.14894,42688.45673512195,1
14.57,52.64,4.919,46.75,54.35,43089.70213,43103.81371785649,1
14.41,52.34,4.922,23.27,25.37,43242.89362,43272.622409909345,1
14.24,53.5,4.924,8.56,8.31,43402.21277,43493.89026699158,1
14.11,54.47,4.919,2.96,2.9,43573.78723,43838.811954137935,1
13.99,55.64,4.92,0.633,0.627,43065.19149,44306.66453625199,1
13.89,57.38,4.923,0.143,0.096,43101.95745,51404.1262,1
13.78,57.88,4.923,0.059,0.093,42997.78723,51573.98507946236,1
13.66,58.24,4.916,0.059,0.1,43065.19149,51020.77549,1
13.67,57.71,4.927,0.044,0.133,42838.46809,48770.014706541355,1
13.59,57.48,4.92,0.062,0.104,42979.40426,50490.49272153847,1
13.53,57.88,4.919,0.059,0.115,42881.3617,49691.069526086954,1
13.49,58.28,4.918,0.033,0.122,42525.95745,48970.1967942623,1
13.45,58.58,4.927,0.044,0.108,42115.40426,49410.78388962963,1
13.47,58.54,4.917,0.073,0.111,41992.85106,49096.75916810811,1
13.44,58.41,4.919,0.018,0.148,41900.93617,47205.19562945946,1
13.43,58.71,4.919,0.04,0.137,41282.04255,47037.33671058394,1
13.43,59.45,4.921,0.059,0.111,40779.57447,47972.488884414415,1
13.5,59.65,4.923,0.029,0.133,40289.3617,46344.0609481203,1
13.57,60.31,4.926,0.048,0.111,39762.38298,47135.416313333335,1
13.6,61.11,4.917,0.033,0.082,39449.87234,49585.18941317073,1
13.59,61.18,4.919,0.07,0.089,39149.61702,48491.5967952809,1
13.55,61.68,4.919,0.033,0.145,38542.97872,44306.86837517242,1
13.51,61.78,4.917,0.084,0.13,37985.3617,44405.729392307694,1
13.48,61.88,4.923,0.037,0.111,37403.23404,44918.0304363964,1
13.47,62.05,4.924,0.044,0.108,36631.14894,44370.16282888889,1
13.48,62.32,4.917,0.04,0.093,35871.31915,44904.36861236559,1
13.49,61.98,4.916,0.051,0.111,34958.29787,42490.822194324326,1
13.45,62.02,4.923,0.018,0.137,34339.40426,40428.22907751825,1
13.45,61.75,4.917,0.018,0.111,33524.42553,41006.745349819816,1
13.45,61.48,4.922,0.048,0.093,32715.57447,41607.036835591396,1
13.39,61.62,4.922,0.044,0.096,31943.48936,40538.19561,1
13.36,62.48,4.917,0.044,0.126,30956.93617,37581.799662063495,1
13.3,63.12,4.918,0.059,0.096,30141.95745,38886.70745,1
13.22,63.48,4.92,0.059,0.093,29247.31915,38271.03527903226,1
13.15,63.62,4.917,0.029,0.111,28481.3617,36018.325663963966,1
13.1,62.92,4.922,0.044,0.115,27936.0,35103.40869565217,0
13.06,62.38,4.921,0.033,0.122,26998.46809,33676.195958852455,0
13.09,62.48,4.916,0.029,0.137,26410.21277,32380.01714956204,0
12.99,63.05,4.917,0.022,0.137,25913.87234,31892.116865547447,0
12.84,63.72,4.92,0.018,0.148,25650.38298,31178.52352054054,0
12.81,63.82,4.919,0.048,0.119,25031.48936,31901.524654117646,0
12.8,63.92,4.921,0.037,0.122,24688.34043,31394.701085737706,0
12.81,63.62,4.919,0.029,0.13,24204.25532,30473.272243076924,0
12.82,62.65,4.916,0.04,0.108,23750.80851,31187.595547037035,0
12.79,62.65,4.92,0.044,0.1,23499.57447,31512.509469999997,0
12.73,63.05,4.92,0.018,0.133,23377.02128,29411.806994285715,0
12.66,63.35,4.921,0.04,0.093,23285.10638,31908.88057354839,0
12.64,63.35,4.92,0.029,0.133,22880.68085,28901.31242894737,0
12.57,63.52,4.921,0.044,0.126,22629.44681,28966.323000476194,0
12.39,63.62,4.919,0.037,0.133,22451.74468,28378.449943157895,0
12.28,63.42,4.921,0.04,0.115,22402.7234,29174.87644347826,0
12.23,63.32,4.919,0.029,0.111,22280.17021,29256.779219009008,0
12.14,63.42,4.921,0.011,0.141,22243.40426,27703.821281276596,0
12.05,63.62,4.921,0.018,0.111,22145.3617,29051.857195495497,0
11.96,63.95,4.92,0.029,0.133,22157.61702,27908.30874932331,0
11.9,64.05,4.922,0.015,0.156,22126.97872,27012.844104615382,0
11.97,63.82,4.922,0.044,0.115,22261.78723,28904.616795217393,0
11.89,63.99,4.921,0.029,0.111,22347.57447,29201.998794324325,0
11.79,64.02,4.922,0.018,0.145,21826.7234,27032.21167586207,0
11.73,64.12,4.921,0.04,0.093,21918.6383,30006.031848387094,0
11.71,63.58,4.918,0.044,0.1,22145.3617,29590.579700000002,0
11.77,63.12,4.924,0.04,0.115,22470.12766,28930.322442608693,0
11.79,61.82,4.921,0.044,0.126,22794.89362,28579.479334285712,0
11.76,61.25,4.922,0.037,0.115,23671.14894,29934.627200869563,0
11.78,60.21,4.92,0.026,0.167,23677.2766,27924.425102994013,0
11.71,59.55,4.918,0.04,0.115,23370.89362,29434.637098260868,0
11.57,60.25,4.923,0.022,0.082,22966.46809,31467.596138780485,0
11.55,60.15,4.924,0.026,0.137,22684.59574,27755.6358859854,0
11.53,59.95,4.921,0.04,0.096,22108.59574,29308.84053166667,0
11.68,59.35,4.918,0.033,0.159,21244.59574,25604.394482138363,0
11.48,60.31,4.919,0.051,0.104,20570.55319,27227.849343846152,0
11.21,60.68,4.917,0.073,0.085,19743.31915,27745.940326470587,0
11.27,60.61,4.924,0.029,0.122,19314.38298,24913.35593081967,0
11.24,60.71,4.921,0.051,0.093,19449.19149,26786.61514591398,0
11.29,60.91,4.919,0.077,0.119,19534.97872,25313.750988907563,0
11.41,60.25,4.919,0.282,0.345,19737.19149,21729.807432028985,0
11.36,61.08,4.918,1.738,1.702,20061.95745,20469.635945887192,0
11.26,61.85,4.92,5.467,5.088,20221.2766,20358.153761949685,0
11.34,61.82,4.921,12.25,11.25,20466.38298,20528.697539999997,0
11.38,62.05,4.918,40.7,39.01,20772.76596,20790.86719045373,0
11.51,62.05,4.919,69.54,67.57,21146.55319,21157.122902890336,0
11.69,61.68,4.92,99.2,97.1,21838.97872,21846.404458414007,0
11.95,61.68,4.919,131.5,129.3,21918.6383,21924.338810440833,0
12.23,60.51,4.922,163.9,161.7,22372.08511,22376.661716679035,0
12.51,59.91,4.922,198.0,195.9,23095.14894,23098.974739387442,0
12.74,59.01,4.921,232.6,230.9,23530.21277,23533.46867038978,0
13.0,58.14,4.919,267.8,264.7,24332.93617,24335.791553452967,0
13.32,55.71,4.919,302.5,288.7,25062.12766,25064.69800014548,0
13.61,52.44,4.921,335.8,292.8,25681.02128,25683.458808688527,0
13.86,52.14,4.921,369.2,250.4,26557.2766,26560.162623961663,0
14.0,50.7,4.922,400.0,175.0,27114.89362,27118.94962,0
14.22,49.4,4.917,431.1,118.0,27715.40426,27721.35737864407,0
14.31,49.07,4.92,460.7,69.02,28420.08511,28430.25885239351,0
14.4,48.66,4.919,489.3,53.76,29014.46809,29027.502018571427,0
14.63,49.93,4.923,515.8,53.25,29602.7234,29616.441257276994,0
14.67,50.83,4.918,539.3,53.07,30289.02128,30303.0720827134,0
14.66,49.27,4.917,565.8,52.42,30613.78723,30627.5662876116,0
14.85,49.27,4.918,588.3,52.13,31012.08511,31026.12039678304,0
14.79,48.87,4.915,610.7,51.92,31349.10638,31363.0275529584,0
14.89,48.3,4.918,631.1,52.92,31441.02128,31454.61135936508,0
15.02,49.3,4.917,648.2,53.88,31698.38298,31712.126224246473,0
14.99,49.53,4.916,666.3,52.81,31820.93617,31834.99514935997,0
15.05,50.2,4.918,681.4,52.63,31649.3617,31663.716820653623,0
15.27,48.83,4.915,695.9,51.06,31796.42553,31811.028626357227,0
15.09,46.83,4.918,708.0,50.35,31894.46809,31908.503138659384,0
15.08,47.36,4.92,717.0,51.62,31968.0,31981.83550561798,0
15.38,48.56,4.92,726.0,51.9,32164.08511,32178.47533736031,0
15.43,48.8,4.92,733.0,50.94,32360.17021,32374.951992489205,0
15.46,48.06,4.921,742.0,47.66,32292.76596,32308.355712412926,0
15.38,49.17,4.92,747.0,47.31,32372.42553,32388.41019708941,0
15.55,47.16,4.917,750.0,46.43,32311.14894,32326.943426323498,0
15.61,47.86,4.919,750.0,46.7,32341.78723,32357.784973040685,0
15.44,48.03,4.921,747.0,47.77,32305.02128,32320.54531600586,0
15.47,49.1,4.919,742.0,47.88,32421.44681,32437.31099128655,0
15.53,47.93,4.922,742.0,44.89,31796.42553,31813.007238621074,0
15.52,45.83,4.919,736.0,44.08,31318.46809,31334.60424245009,0
15.73,46.36,4.922,729.0,45.33,31202.04255,31218.129971133905,0
15.76,45.06,4.918,720.0,48.5,31257.19149,31271.833667319588,0
15.89,45.96,4.922,711.0,61.76,31012.08511,31023.909986943007,0
15.76,47.53,4.919,695.8,101.3,30515.74468,30523.139278223098,0
15.74,49.67,4.92,680.2,197.9,30448.34043,30452.290939348157,0
15.77,48.4,4.918,667.0,376.5,30184.85106,30186.878332244356,0
15.98,48.16,4.921,649.8,537.8,30203.23404,30204.665049297135,0
15.71,47.76,4.917,629.8,642.6,30086.80851,30087.97612531279,0
15.65,47.83,4.917,610.8,657.5,29909.10638,29910.24484311787,0
15.75,49.37,4.92,587.2,640.8,29798.80851,29800.021958033707,0
15.74,49.2,4.916,562.2,615.4,29896.85106,29898.109441540462,0
15.58,48.8,4.924,539.8,592.8,29768.17021,29769.452774102563,0
15.65,50.3,4.915,513.7,565.3,29719.14894,29720.541466092338,0
15.53,50.67,4.925,486.3,536.4,29443.40426,29444.871271744967,0
15.61,49.23,4.922,459.1,508.2,29418.89362,29420.405781157024,0
15.52,49.87,4.92,430.3,477.8,29449.53191,29451.151797819173,0
15.65,50.47,4.917,400.4,446.2,29290.21277,29291.982952653518,0
15.74,52.5,4.923,360.5,416.5,29277.95745,29279.941483613446,0
15.67,52.64,4.92,340.3,381.4,29014.46809,29016.630829381225,0
15.45,53.34,4.918,309.7,348.7,28867.40426,28869.767618187554,0
15.46,53.34,4.92,277.0,313.5,28812.25532,28814.885739138757,0
15.38,53.14,4.92,244.7,278.3,28769.3617,28772.29843445922,0
15.25,52.24,4.915,211.5,242.1,29063.48936,29066.77998370921,0
15.23,52.0,4.929,179.6,206.9,30135.82979,30139.65753287095,0
15.1,51.34,4.92,150.2,174.2,31545.19149,31549.641742583237,1
15.04,51.13,4.918,121.5,141.6,33824.68085,33830.11160706214,1
14.93,52.1,4.916,93.9,109.6,36882.38298,36889.48017890511,1
14.81,53.67,4.916,67.8,79.1,39039.31915,39049.36785670038,1
14.68,54.27,4.917,43.91,50.93,39419.23404,39434.876757455335,1
14.51,54.17,4.797,21.13,22.42,40123.91489,40158.973172783226,1
14.38,54.61,0.081,7.31,7.09,40485.44681,40596.20728954866,1
14.24,54.74,0.079,2.726,2.692,40889.87234,41179.43311265973,1
14.11,55.11,0.076,0.648,0.667,40889.87234,42055.69257988006,1
14.02,55.74,0.076,0.088,0.141,41085.95745,46628.33191808511,1
13.95,56.54,0.077,0.04,0.152,41386.21277,46575.24566473684,1
13.87,56.88,0.075,0.055,0.096,41539.40426,49757.37926,1
13.78,57.51,0.074,0.044,0.089,41821.2766,50725.633903370785,1
13.81,57.74,0.073,0.062,0.133,41747.74468,47743.153702556396,1
13.75,58.44,0.077,0.048,0.137,41643.57447,47508.90293715328,1
13.67,59.15,0.076,0.059,0.111,41974.46809,49258.97709900901,1
13.62,59.41,0.074,0.029,0.093,42182.80851,50883.49883258065,1
13.57,59.61,0.074,0.04,0.096,42188.93617,50615.058045,1
13.46,59.91,0.074,0.055,0.152,42103.14894,47408.337097894735,1
13.41,60.15,0.073,0.04,0.082,41680.34043,51517.06603975609,1
13.36,60.45,0.076,0.051,0.104,41000.17021,48765.67021,1
13.22,60.75,0.075,0.044,0.13,40277.10638,46454.91407230769,1
13.12,61.32,0.074,0.04,0.141,40491.57447,46197.37872531915,1
12.98,62.48,0.074,0.066,0.108,40093.2766,47602.446970370365,1
12.89,63.68,0.076,0.033,0.119,39731.74468,46629.51946991597,1
12.83,64.72,0.073,0.055,0.089,39217.02128,48546.8819541573,1
12.87,65.05,0.075,0.044,0.093,38230.46809,47232.54873516129,1
12.9,65.75,0.073,0.022,0.108,37170.38298,45023.85520222223,1
12.92,65.99,0.072,0.048,0.104,36386.04255,44584.031011538464,1
12.91,66.76,0.074,0.033,0.115,35650.7234,43145.25905217392,1
12.96,66.99,0.075,0.048,0.104,34848.0,43195.984615384616,1
13.01,67.19,0.076,0.033,0.111,33506.04255,41381.19480225225,1
13.03,67.42,0.073,0.048,0.133,32531.74468,39136.87701082707,1
13.14,67.52,0.077,0.048,0.13,31851.57447,38676.28831615385,1
13.1,68.29,0.072,0.044,0.126,30895.65957,37995.65163349206,1
13.08,69.13,0.074,0.029,0.141,29994.89362,36407.804258297874,1
13.1,69.83,0.078,0.029,0.156,29161.53191,35025.46139717949,0
13.11,70.4,0.074,0.04,0.148,28628.42553,34864.53363810811,0
13.18,70.7,0.074,0.033,0.122,28021.78723,35659.70526278688,0
13.25,70.6,0.075,0.037,0.182,27274.21277,32414.047934835162,0
13.33,70.2,0.074,0.026,0.23,26875.91489,30944.462716086957,0
13.18,70.2,0.076,0.04,0.167,26293.78723,31834.12255934132,0
13.02,70.7,0.073,0.037,0.167,25938.38298,31450.44286023952,0
12.97,71.0,0.074,0.026,0.211,25821.95745,30186.270246208533,0
12.96,71.2,0.074,0.051,0.174,25509.44681,30812.619223793106,0
12.95,71.4,0.077,0.04,0.185,24964.08511,29962.08511,0
12.89,71.3,0.076,0.029,0.163,24473.87234,30112.258843067488,0
12.92,71.4,0.077,0.04,0.126,24228.76596,31550.099293333333,0
12.9,71.4,0.077,0.018,0.182,24020.42553,29081.19476076923,0
12.87,71.6,0.075,0.044,0.163,23781.44681,29434.771963374234,0
12.83,71.5,0.078,0.033,0.189,23744.68085,28598.35809867725,0
12.77,71.4,0.081,0.033,0.193,23628.25532,28352.49366196891,0
12.71,72.0,0.075,0.048,0.137,23364.76596,30044.473989197082,0
12.74,72.9,0.079,0.04,0.182,23125.78723,28228.78723,0
13.01,72.6,0.081,0.037,0.141,23095.14894,29793.914897446808,0
13.09,71.6,0.082,0.022,0.148,22978.7234,29311.45312972973,0
13.04,71.5,0.078,0.048,0.108,22868.42553,31501.388492962964,0
13.02,71.8,0.083,0.026,0.148,22880.68085,29197.14030945946,0
13.02,72.3,0.085,0.026,0.171,22831.65957,28336.60693842105,0
12.77,73.2,0.08,0.044,0.171,22721.3617,28187.81784035088,0
12.61,73.5,0.079,0.048,0.215,22770.38298,27081.243445116277,0
12.67,73.3,0.079,0.026,0.182,22978.7234,28081.53109230769,0
12.7,72.9,0.086,0.029,0.163,23199.31915,28879.257800306747,0
12.64,72.7,0.085,0.015,0.185,23254.46809,28221.646468378378,0
12.43,73.5,0.085,0.044,0.156,23303.48936,29159.931667692308,0
12.32,73.8,0.078,0.044,0.163,23603.74468,29181.75694993865,0
12.28,73.9,0.085,0.044,0.159,24142.97872,29850.47557534591,0
12.08,74.9,0.085,0.029,0.182,24872.17021,29843.554825384614,0
11.99,75.5,0.085,0.029,0.148,24651.57447,30768.09474027027,0
11.77,76.7,0.087,0.018,0.145,24314.55319,30540.477327931032,0
11.64,77.4,0.083,0.044,0.133,24253.2766,31027.231487218047,0
11.5,78.3,0.081,0.037,0.171,24081.70213,29347.49160368421,0
11.49,78.8,0.085,0.037,0.182,23720.17021,28694.96141879121,0
11.4,79.3,0.088,0.044,0.215,23266.7234,27471.46758604651,0
11.54,80.0,0.077,0.015,0.237,22709.10638,26604.46502978903,0
11.85,79.9,0.084,0.015,0.211,22298.55319,26785.828071516586,0
11.96,79.3,0.08,0.022,0.167,22629.44681,28308.656390838325,0
12.05,78.9,0.084,0.04,0.178,23229.95745,28571.221494943824,0
12.1,78.3,0.082,0.033,0.2,23732.42553,28469.575530000002,0
11.98,78.1,0.08,0.315,0.382,24277.78723,26727.101366125655,0
11.95,78.3,0.087,1.756,1.676,24547.40426,25105.68886620525,0
12.05,77.9,0.088,4.746,4.439,24308.42553,24519.89095013967,0
12.11,77.1,0.094,11.67,11.06,24418.7234,24503.143020253163,0
12.13,76.8,0.093,18.67,17.42,25264.34043,25317.818271561424,0
12.18,76.9,0.087,29.62,28.42,26404.08511,26437.042252857143,0
12.26,76.6,0.086,43.71,41.45,26796.25532,26818.91191831122,0
12.43,76.4,0.083,49.83,46.65,27605.10638,27625.463336055735,0
12.54,75.7,0.088,65.85,62.13,28162.7234,28178.002299082567,0
12.77,74.9,0.087,113.9,107.8,28456.85106,28465.72372233766,0
13.04,73.6,0.086,168.9,159.5,28898.04255,28904.059753761754,0
13.2,71.9,0.079,159.8,146.1,29694.6383,29701.134398562626,0
13.35,71.3,0.082,237.5,224.6,29976.51064,29980.748640890473,0
13.43,69.59,0.08,153.0,139.6,30301.2766,30307.97139727794,0
13.58,69.19,0.082,196.6,179.0,30717.95745,30723.206613128492,0
13.71,68.83,0.081,281.3,233.3,31251.06383,31255.108661975995,0
13.95,67.56,0.075,377.0,250.3,31931.23404,31934.999369604473,0
13.98,67.69,0.079,420.3,237.9,32599.14894,32603.12668779319,0
14.42,67.52,0.078,575.0,216.5,33009.70213,33014.19930505774,0
14.24,66.92,0.08,418.1,203.2,33493.78723,33498.47689929134,0
14.36,66.76,0.074,516.2,221.1,33824.68085,33829.01677763455,0
14.23,65.95,0.074,462.1,250.1,33879.82979,33883.582163050785,0
14.27,66.32,0.076,462.1,190.0,34541.61702,34546.59800105263,0
14.65,64.85,0.076,652.6,119.1,34835.74468,34843.7216111503,0
14.75,64.49,0.075,647.0,93.8,35105.3617,35115.502718123666,0
14.83,64.72,0.077,663.2,95.8,35191.14894,35201.16770409186,0
15.0,62.15,0.075,672.2,79.8,35687.48936,35699.17169082707,0
15.12,61.21,0.078,684.3,73.6,35993.87234,36006.44700304348,0
15.05,60.78,0.078,695.4,71.4,35577.19149,35590.00296058823,0
15.23,60.18,0.074,709.0,71.9,36318.6383,36331.38574645341,0
15.27,59.55,0.075,720.0,71.5,36012.25532,36024.973201118875,0
15.34,60.98,0.074,728.0,70.7,36502.46809,36515.69911121641,0
15.35,62.15,0.076,735.0,70.9,35785.53191,35798.98751648801,0
15.43,60.01,0.073,741.0,72.1,36680.17021,36693.012849389735,0
15.45,58.95,0.073,746.0,72.4,35185.02128,35197.60107972376,0
15.44,60.28,0.074,746.0,76.1,35620.08511,35632.31537544021,0
15.54,61.25,0.076,750.0,81.7,35620.08511,35631.73535479804,0
15.56,60.01,0.077,752.0,85.8,35393.3617,35404.244632400936,0
15.41,60.15,0.074,741.0,83.9,35424.0,35435.047812872464,0
15.53,59.88,0.076,737.0,93.3,35424.0,35433.96716398714,0
15.46,60.25,0.075,735.0,96.3,35142.12766,35151.8001937487,0
15.33,60.35,0.075,732.0,100.5,34633.53191,34642.73753686567,0
15.24,60.11,0.074,724.0,132.2,34376.17021,34383.09968352496,0
15.41,59.21,0.076,725.0,197.2,34486.46809,34491.09499720082,0
15.35,59.35,0.077,693.5,302.8,34327.14894,34330.15760083223,0
15.46,58.04,0.078,686.3,469.0,34039.14894,34041.06215620469,0
15.51,59.25,0.076,658.6,595.0,33922.7234,33924.26788319328,0
15.66,58.04,0.075,649.0,658.2,33726.6383,33728.019196991794,0
15.41,58.18,0.077,626.5,666.4,33555.06383,33556.40919884754,0
15.55,59.48,0.076,604.3,650.8,33383.48936,33384.91055545175,0
15.55,59.61,0.076,582.4,628.7,33548.93617,33550.41053853826,0
15.36,59.08,0.076,557.5,603.9,33536.68085,33538.18353057625,0
15.62,59.38,0.075,533.4,579.9,33328.34043,33329.9398705932,0
15.42,59.58,0.074,508.8,554.9,33211.91489,33213.57054615426,0
15.32,58.38,0.075,483.9,529.9,33156.76596,33158.45379091149,0
15.39,59.65,0.075,449.8,493.4,33377.3617,33379.22228674503,0
15.35,60.28,0.079,422.2,464.7,33309.95745,33311.94862279966,0
15.34,60.85,0.074,398.2,439.6,33052.59574,33054.71912262056,0
15.32,61.35,0.075,368.5,408.0,32452.08511,32454.38874235294,0
15.33,61.72,0.075,334.8,372.1,32574.6383,32577.181077747915,0
15.07,61.88,0.075,303.1,337.7,32599.14894,32601.910360195438,0
15.03,61.85,0.074,272.4,304.9,32470.46809,32473.516976520168,0
14.95,62.48,0.077,240.0,270.3,32666.55319,32670.00889107288,0
14.89,62.82,0.077,207.2,234.6,32930.04255,32934.02971879795,0
14.79,62.58,0.077,175.9,200.4,33873.70213,33878.32068389221,1
14.71,63.02,0.075,145.5,166.4,35669.10638,35674.67743889423,1
14.66,63.18,0.071,115.0,131.7,38665.53191,38672.564702710704,1
14.52,63.55,0.074,86.7,99.3,41766.12766,41775.42016755287,1
14.4,63.75,0.073,64.07,73.5,43488.0,43500.489795918365,1
14.26,63.85,0.077,45.09,51.56,44155.91489,44173.57394740884,1
14.17,64.05,0.077,23.37,25.2,44419.40426,44455.41967666667,1
14.04,64.59,0.075,9.14,8.98,44419.40426,44520.38907069043,1
13.92,65.15,0.074,3.056,2.941,44670.6383,44978.9987216253,1
13.8,65.55,0.074,0.71,0.716,44535.82979,45799.22364474861,1
13.64,66.52,0.074,0.117,0.111,44603.23404,52777.40340936937,1
13.54,67.39,0.073,0.07,0.133,44021.10638,50881.71239503759,1
13.15,68.56,0.074,0.059,0.111,43530.89362,51653.0918181982,1
12.54,71.0,0.075,0.051,0.137,44149.78723,50648.61934678832,1
12.03,73.1,0.075,0.091,0.104,44302.97872,52758.68064307692,1
11.82,73.9,0.07,0.07,0.111,44352.0,52221.35135135135,1
11.45,75.5,0.074,0.07,0.1,44431.65957,53076.40957,1
11.31,76.6,0.073,0.059,0.108,44192.68085,52214.40307222222,1
11.31,77.0,0.075,0.081,0.104,43432.85106,51806.60106,1
10.92,77.8,0.078,0.051,0.1,42850.7234,51346.4834,1
10.84,78.7,0.072,0.062,0.159,42476.93617,47842.39528949685,1
10.67,78.9,0.075,0.099,0.074,41784.51064,53161.03766702703,1
10.39,79.8,0.075,0.04,0.122,41147.23404,47943.31600721312,1
10.17,80.2,0.074,0.073,0.093,40730.55319,49500.81125451613,1
10.01,81.3,0.077,0.07,0.074,40209.70213,51207.17510297297,1
10.29,81.4,0.076,0.07,0.111,39664.34043,47210.34043,1
10.31,80.8,0.076,0.044,0.119,38892.25532,45892.65868134453,1
9.99,80.8,0.079,0.037,0.115,38046.6383,45065.69916956522,1
9.8,81.5,0.076,0.062,0.119,37225.53191,43937.296615882355,1
9.68,82.0,0.074,0.026,0.115,36257.3617,43159.62256956522,1
9.64,82.5,0.074,0.073,0.108,35160.51064,42524.39952888889,1
9.7,82.5,0.074,0.033,0.111,34290.38298,41499.84243945946,1
9.51,82.7,0.076,0.048,0.074,33426.38298,44054.45054756757,1
9.41,83.2,0.076,0.011,0.096,32347.91489,40503.248223333336,1
9.44,83.2,0.074,0.066,0.115,31422.6383,38252.27308260869,1
9.44,83.6,0.072,0.051,0.13,30282.89362,36353.539773846154,1
9.31,83.6,0.076,0.055,0.096,29706.89362,37814.35195333333,1
